timestamp_iso,timestamp_unix,elapsed_sec,frame_type,has_acc,has_gyro,has_angle,acc_x_g,acc_y_g,acc_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,roll_deg,pitch_deg,yaw_deg
2021-03-27 02:03:13,1616810593.782659,331.912558,angle,1,1,1,-0.198242,-0.230957,0.815918,1.342773,-1.403809,-1.892090,-9.294434,14.309692,112.890015
2021-03-27 02:03:13,1616810593.801418,331.931316,angle,1,1,1,-0.178223,-0.064941,0.816895,0.915527,-2.319336,-1.159668,-9.228516,14.177856,113.455811
2021-03-27 02:03:13,1616810593.822189,331.952088,angle,1,1,1,-0.113770,-0.092285,0.883789,1.770020,-3.784180,-0.488281,-9.129639,14.002075,113.988647
2021-03-27 02:03:13,1616810593.840882,331.970782,angle,1,1,1,-0.091309,-0.172852,0.992676,3.356934,-3.967285,0.915527,-8.981323,13.826294,114.515991
2021-03-27 02:03:13,1616810593.861656,331.991555,angle,1,1,1,-0.047852,-0.214355,1.100098,4.089355,-5.126953,1.220703,-8.805542,13.623047,115.109253
2021-03-27 02:03:13,1616810593.882468,332.012364,angle,1,1,1,-0.020996,-0.105469,1.038574,3.051758,-6.286621,1.953125,-8.657227,13.408813,115.735474
2021-03-27 02:03:13,1616810593.901177,332.031074,angle,1,1,1,-0.056641,-0.015625,1.027832,2.502441,-6.469727,4.516602,-8.541870,13.194580,116.339722
2021-03-27 02:03:13,1616810593.921958,332.051858,angle,1,1,1,-0.121094,-0.051270,1.058594,2.807617,-8.178711,4.760742,-8.442993,12.969360,117.026367
2021-03-27 02:03:13,1616810593.940663,332.070562,angle,1,1,1,-0.139648,-0.142090,1.191895,2.380371,-8.056641,6.286621,-8.349609,12.760620,117.806396
2021-03-27 02:03:13,1616810593.961478,332.091376,angle,1,1,1,-0.159668,-0.077637,1.192871,1.953125,-9.155273,6.042480,-8.294678,12.529907,118.674316
2021-03-27 02:03:13,1616810593.982258,332.112157,angle,1,1,1,-0.236816,-0.054688,1.089844,0.854492,-9.338379,5.554199,-8.283691,12.310181,119.591675
2021-03-27 02:03:13,1616810594.000962,332.130861,angle,1,1,1,-0.237305,-0.112793,1.073730,0.488281,-7.690430,7.019043,-8.316650,12.128906,120.596924
2021-03-27 02:03:14,1616810594.021733,332.151632,angle,1,1,1,-0.280762,-0.212402,1.112793,2.136230,-5.554199,8.605957,-8.344116,12.035522,121.673584
2021-03-27 02:03:14,1616810594.040435,332.170335,angle,1,1,1,-0.303711,-0.211914,1.098145,1.403809,-2.624512,9.704590,-8.360596,12.030029,122.788696
2021-03-27 02:03:14,1616810594.061198,332.191096,angle,1,1,1,-0.212402,-0.080566,0.989746,-0.854492,0.000000,11.047363,-8.410034,12.101440,123.936768
2021-03-27 02:03:14,1616810594.081980,332.211879,angle,1,1,1,-0.132812,0.066406,0.913086,-2.868652,3.173828,10.131836,-8.508911,12.249756,125.117798
2021-03-27 02:03:14,1616810594.100685,332.230584,angle,1,1,1,-0.144043,-0.008789,0.861816,-1.708984,6.713867,8.972168,-8.596802,12.491455,126.337280
2021-03-27 02:03:14,1616810594.121454,332.251353,angle,1,1,1,-0.190430,-0.201172,0.895020,-0.488281,10.375977,7.324219,-8.613281,12.832031,127.534790
2021-03-27 02:03:14,1616810594.140287,332.270186,angle,1,1,1,-0.227539,-0.265137,1.030762,0.610352,11.047363,7.446289,-8.563843,13.244019,128.693848
